Optical_Path_Difference (cm),"Intencity, a.u."
-0.1259722,-0.00554
-0.1258333,-0.00566
-0.1256944,-0.00555
-0.1255556,-0.00399
-0.1254167,-0.00126
-0.1252778,0.002483124
-0.1251389,0.005373056
-0.125,0.006902958
-0.1248611,0.006407494
-0.1247222,0.005161161
-0.1245833,0.003336514
-0.1244444,0.001734341
-0.1243056,-0.000392
-0.1241667,-0.00275
-0.1240278,-0.00536
-0.1238889,-0.00666
-0.12375,-0.00632
-0.1236111,-0.00387
-0.1234722,-0.00101
-0.1233333,0.001602764
-0.1231944,0.002963538
-0.1230556,0.004015709
-0.1229167,0.004577036
-0.1227778,0.005026455
-0.1226389,0.004263664
-0.1225,0.002498324
-0.1223611,-0.000402
-0.1222222,-0.00293
-0.1220833,-0.0046
-0.1219444,-0.00453
-0.1218056,-0.00381
-0.1216667,-0.00281
-0.1215278,-0.00237
-0.1213889,-0.00154
-0.12125,-0.000311
-0.1211111,0.001662517
-0.1209722,0.002945507
-0.1208333,0.003409977
-0.1206944,0.00258028
-0.1205556,0.001686061
-0.1204167,0.000847275
-0.1202778,0.000793482
-0.1201389,0.000550146
-0.12,0.000152732
-0.1198611,-0.00107
-0.1197222,-0.002
-0.1195833,-0.0024
-0.1194444,-0.00158
-0.1193056,-0.000725
-0.1191667,-0.0000484
-0.1190278,-0.00022
-0.1188889,-0.000118
-0.11875,0.000312174
-0.1186111,0.001538838
-0.1184722,0.002345587
-0.1183333,0.00267073
-0.1181944,0.001946086
-0.1180556,0.001168693
-0.1179167,0.000371928
-0.1177778,0.000206078
-0.1176389,-0.000204
-0.1175,-0.000872
-0.1173611,-0.00234
-0.1172222,-0.00341
-0.1170833,-0.00376
-0.1169444,-0.0027
-0.1168056,-0.00142
-0.1166667,-0.000126
-0.1165278,0.000432725
-0.1163889,0.001174057
-0.11625,0.001960392
-0.1161111,0.003075297
-0.1159722,0.003381217
-0.1158333,0.002906466
-0.1156944,0.00116914
-0.1155556,-0.000622
-0.1154167,-0.00208
-0.1152778,-0.00237
-0.1151389,-0.00236
-0.115,-0.00214
-0.1148611,-0.00236
-0.1147222,-0.00203
-0.1145833,-0.00109
-0.1144444,0.00086158
-0.1143056,0.002415175
-0.1141667,0.003353352
-0.1140278,0.002981717
-0.1138889,0.002391631
-0.11375,0.001747305
-0.1136111,0.0016576
-0.1134722,0.001158709
-0.1133333,0.000226492
-0.1131944,-0.00155
-0.1130556,-0.00297
-0.1129167,-0.00372
-0.1127778,-0.00302
-0.1126389,-0.00195
-0.1125,-0.000843
-0.1123611,-0.000519
-0.1122222,2.39856E-05
-0.1120833,0.000776047
-0.1119444,0.002268101
-0.1118056,0.003170217
-0.1116667,0.003212238
-0.1115278,0.001801694
-0.1113889,0.000227536
-0.11125,-0.00113
-0.1111111,-0.0014
-0.1109722,-0.00151
-0.1108333,-0.0016
-0.1106944,-0.00233
-0.1105556,-0.00263
-0.1104167,-0.0023
-0.1102778,-0.000605
-0.1101389,0.001177634
-0.11,0.002534086
-0.1098611,0.00250041
-0.1097222,0.002075876
-0.1095833,0.001637334
-0.1094444,0.001964713
-0.1093056,0.001941616
-0.1091667,0.001313085
-0.1090278,-0.000513
-0.1088889,-0.00223
-0.10875,-0.00334
-0.1086111,-0.00285
-0.1084722,-0.00175
-0.1083333,-0.00045
-0.1081944,-0.000096
-0.1080556,0.000112499
-0.1079167,0.000365222
-0.1077778,0.001548374
-0.1076389,0.002534533
-0.1075,0.002769376
-0.1073611,0.001347954
-0.1072222,-0.000482
-0.1070833,-0.00202
-0.1069444,-0.00212
-0.1068056,-0.00169
-0.1066667,-0.00105
-0.1065278,-0.00122
-0.1063889,-0.00139
-0.10625,-0.00133
-0.1061111,-0.0000991
-0.1059722,0.001404131
-0.1058333,0.002660448
-0.1056944,0.00235721
-0.1055556,0.001306678
-0.1054167,6.92852E-05
-0.1052778,-0.00000164
-0.1051389,0.000291014
-0.105,0.00053435
-0.1048611,-0.000307
-0.1047222,-0.00133
-0.1045833,-0.00204
-0.1044444,-0.00139
-0.1043056,-0.000135
-0.1041667,0.001341099
-0.1040278,0.001648957
-0.1038889,0.001234109
-0.10375,0.000365073
-0.1036111,0.000375057
-0.1034722,0.00076964
-0.1033333,0.00121131
-0.1031944,0.000419612
-0.1030556,-0.000909
-0.1029167,-0.00222
-0.1027778,-0.00215
-0.1026389,-0.00131
-0.1025,-0.0000358
-0.1023611,0.000254805
-0.1022222,2.22994E-06
-0.1020833,-0.000756
-0.1019444,-0.000621
-0.1018056,0.000041569
-0.1016667,0.001194174
-0.1015278,0.001287902
-0.1013889,0.000638063
-0.10125,-0.00058
-0.1011111,-0.000844
-0.1009722,-0.000365
-0.1008333,0.00065952
-0.1006944,0.000806297
-0.1005556,0.000304724
-0.1004167,-0.000738
-0.1002778,-0.000962
-0.1001389,-0.000514
-0.1,0.000717337
-0.0998611,0.001331712
-0.0997222,0.001275832
-0.0995833,0.000247652
-0.0994444,-0.000299
-0.0993056,-0.000239
-0.0991667,0.000672484
-0.0990278,0.001041139
-0.0988889,0.000826264
-0.09875,-0.000228
-0.0986111,-0.000738
-0.0984722,-0.00076
-0.0983333,6.06425E-05
-0.0981944,0.000540013
-0.0980556,0.000580544
-0.0979167,-0.000471
-0.0977778,-0.00139
-0.0976389,-0.00185
-0.0975,-0.00119
-0.0973611,-0.000393
-0.0972222,0.00022083
-0.0970833,-0.0000526
-0.0969444,-0.000215
-0.0968056,-0.000195
-0.0966667,0.000629271
-0.0965278,0.001273001
-0.0963889,0.001717354
-0.09625,0.001120562
-0.0961111,0.000229771
-0.0959722,-0.000841
-0.0958333,-0.001
-0.0956944,-0.000846
-0.0955556,-0.000392
-0.0954167,-0.000603
-0.0952778,-0.000872
-0.0951389,-0.00113
-0.095,-0.000493
-0.0948611,0.00043645
-0.0947222,0.001685763
-0.0945833,0.00226676
-0.0944444,0.002444381
-0.0943056,0.001820321
-0.0941667,0.001295502
-0.0940278,0.000630314
-0.0938889,0.000329012
-0.09375,-0.000501
-0.0936111,-0.00148
-0.0934722,-0.00272
-0.0933333,-0.00316
-0.0931944,-0.00297
-0.0930556,-0.0018
-0.0929167,-0.000588
-0.0927778,0.000722701
-0.0926389,0.001352573
-0.0925,0.00177964
-0.0923611,0.00175863
-0.0922222,0.002014185
-0.0920833,0.001822705
-0.0919444,0.001373882
-0.0918056,5.33409E-05
-0.0916667,-0.00117
-0.0915278,-0.00224
-0.0913889,-0.00236
-0.09125,-0.00217
-0.0911111,-0.00143
-0.0909722,-0.000944
-0.0908333,-0.000263
-0.0906944,0.000164355
-0.0905556,0.001083309
-0.0904167,0.001935656
-0.0902778,0.00281855
-0.0901389,0.002723629
-0.09,0.002100761
-0.0898611,0.000917161
-0.0897222,0.00016808
-0.0895833,-0.000493
-0.0894444,-0.000683
-0.0893056,-0.00112
-0.0891667,-0.00124
-0.0890278,-0.00146
-0.0888889,-0.00118
-0.08875,-0.000814
-0.0886111,-0.0000125
-0.0884722,0.00023439
-0.0883333,0.000314409
-0.0881944,-0.000153
-0.0880556,-0.000202
-0.0879167,-0.00016
-0.0877778,0.000306363
-0.0876389,0.000348384
-0.0875,0.00054493
-0.0873611,0.000521386
-0.0872222,0.000780667
-0.0870833,0.000586057
-0.0869444,0.000412757
-0.0868056,-0.000346
-0.0866667,-0.00102
-0.0865278,-0.00185
-0.0863889,-0.00203
-0.08625,-0.00192
-0.0861111,-0.00119
-0.0859722,-0.000725
-0.0858333,7.19674E-05
-0.0856944,0.000966633
-0.0855556,0.002475227
-0.0854167,0.003542299
-0.0852778,0.004025842
-0.0851389,0.003215516
-0.085,0.002024169
-0.0848611,0.000535096
-0.0847222,-0.000457
-0.0845833,-0.00157
-0.0844444,-0.00248
-0.0843056,-0.00373
-0.0841667,-0.00439
-0.0840278,-0.0042
-0.0838889,-0.00223
-0.08375,0.000366712
-0.0836111,0.002801264
-0.0834722,0.003671492
-0.0833333,0.003735269
-0.0831944,0.003330851
-0.0830556,0.00335663
-0.0829167,0.002828533
-0.0827778,0.001456285
-0.0826389,-0.0014
-0.0825,-0.00439
-0.0823611,-0.00656
-0.0822222,-0.00629
-0.0820833,-0.00435
-0.0819444,-0.00158
-0.0818056,5.60231E-05
-0.0816667,0.000943983
-0.0815278,0.001644189
-0.0813889,0.003535593
-0.08125,0.005593146
-0.0811111,0.006675566
-0.0809722,0.005046422
-0.0808333,0.001759077
-0.0806944,-0.00186
-0.0805556,-0.00359
-0.0804167,-0.00357
-0.0802778,-0.00253
-0.0801389,-0.00247
-0.08,-0.0031
-0.0798611,-0.00366
-0.0797222,-0.00204
-0.0795833,0.001257504
-0.0794444,0.004940177
-0.0793056,0.006154025
-0.0791667,0.004781032
-0.0790278,0.001830006
-0.0788889,-0.0000142
-0.07875,-0.000415
-0.0786111,9.95345E-05
-0.0784722,-0.000735
-0.0783333,-0.00288
-0.0781944,-0.00551
-0.0780556,-0.00595
-0.0779167,-0.00377
-0.0777778,0.000241543
-0.0776389,0.002958471
-0.0775,0.003334279
-0.0773611,0.001655365
-0.0772222,0.000597084
-0.0770833,0.001043523
-0.0769444,0.002796794
-0.0768056,0.003187353
-0.0766667,0.001486386
-0.0765278,-0.0019
-0.0763889,-0.00411
-0.07625,-0.00393
-0.0761111,-0.00136
-0.0759722,0.000826115
-0.0758333,0.001355106
-0.0756944,-0.0000812
-0.0755556,-0.00107
-0.0754167,-0.000381
-0.0752778,0.002238596
-0.0751389,0.004175151
-0.075,0.004047299
-0.0748611,0.001342142
-0.0747222,-0.00143
-0.0745833,-0.00263
-0.0744444,-0.00147
-0.0743056,-0.000189
-0.0741667,-0.0000854
-0.0740278,-0.00184
-0.0738889,-0.00326
-0.07375,-0.00303
-0.0736111,-0.000534
-0.0734722,0.002068723
-0.0733333,0.003329063
-0.0731944,0.002138461
-0.0730556,0.000297422
-0.0729167,-0.000853
-0.0727778,-0.000032
-0.0726389,0.001060063
-0.0725,0.001162583
-0.0723611,-0.000791
-0.0722222,-0.00293
-0.0720833,-0.00382
-0.0719444,-0.00233
-0.0718056,-0.000195
-0.0716667,0.001352126
-0.0715278,0.001157517
-0.0713889,0.000610346
-0.07125,0.000527198
-0.0711111,0.00195756
-0.0709722,0.003459597
-0.0708333,0.004035527
-0.0706944,0.002368236
-0.0705556,-0.000219
-0.0704167,-0.00242
-0.0702778,-0.00264
-0.0701389,-0.00205
-0.07,-0.00153
-0.0698611,-0.00219
-0.0697222,-0.00263
-0.0695833,-0.00213
-0.0694444,8.25472E-05
-0.0693056,0.002437974
-0.0691667,0.004109884
-0.0690278,0.003778482
-0.0688889,0.002507562
-0.06875,0.00086456
-0.0686111,0.000307108
-0.0684722,-0.00000686
-0.0683333,-0.000589
-0.0681944,-0.00253
-0.0680556,-0.00449
-0.0679167,-0.0054
-0.0677778,-0.00405
-0.0676389,-0.00186
-0.0675,0.000256295
-0.0673611,0.001166458
-0.0672222,0.001847143
-0.0670833,0.002544815
-0.0669444,0.003927345
-0.0668056,0.004837806
-0.0666667,0.004799957
-0.0665278,0.002792323
-0.0663889,-0.0000273
-0.06625,-0.00275
-0.0661111,-0.00372
-0.0659722,-0.00367
-0.0658333,-0.0032
-0.0656944,-0.00344
-0.0655556,-0.00321
-0.0654167,-0.002
-0.0652778,0.000730748
-0.0651389,0.003339941
-0.065,0.005060578
-0.0648611,0.004804576
-0.0647222,0.00357687
-0.0645833,0.001866663
-0.0644444,0.000934
-0.0643056,0.000150646
-0.0641667,-0.000657
-0.0640278,-0.00257
-0.0638889,-0.00448
-0.06375,-0.00548
-0.0636111,-0.00433
-0.0634722,-0.00232
-0.0633333,-0.000289
-0.0631944,0.000425572
-0.0630556,0.000835652
-0.0629167,0.001290435
-0.0627778,0.00262707
-0.0626389,0.003681625
-0.0625,0.004103924
-0.0623611,0.002895141
-0.0622222,0.000906283
-0.0620833,-0.00117
-0.0619444,-0.00184
-0.0618056,-0.0017
-0.0616667,-0.00129
-0.0615278,-0.0019
-0.0613889,-0.0026
-0.06125,-0.00279
-0.0611111,-0.00143
-0.0609722,0.000317837
-0.0608333,0.001839096
-0.0606944,0.002010609
-0.0605556,0.001750583
-0.0604167,0.001294012
-0.0602778,0.001748795
-0.0601389,0.002380902
-0.06,0.002851034
-0.0598611,0.00178873
-0.0597222,-0.0000286
-0.0595833,-0.0021
-0.0594444,-0.00292
-0.0593056,-0.00303
-0.0591667,-0.00281
-0.0590278,-0.0033
-0.0588889,-0.00355
-0.05875,-0.00315
-0.0586111,-0.0012
-0.0584722,0.00124305
-0.0583333,0.003641094
-0.0581944,0.004582698
-0.0580556,0.004441137
-0.0579167,0.003358121
-0.0577778,0.002570296
-0.0576389,0.001617665
-0.0575,0.000520194
-0.0573611,-0.00174
-0.0572222,-0.00406
-0.0570833,-0.00576
-0.0569444,-0.00545
-0.0568056,-0.00395
-0.0566667,-0.00163
-0.0565278,0.000163014
-0.0563889,0.001863534
-0.05625,0.003247554
-0.0561111,0.005037034
-0.0559722,0.006235833
-0.0558333,0.006517763
-0.0556944,0.004750634
-0.0555556,0.001794393
-0.0554167,-0.00172
-0.0552778,-0.00407
-0.0551389,-0.00542
-0.055,-0.00573
-0.0548611,-0.00588
-0.0547222,-0.00516
-0.0545833,-0.00354
-0.0544444,-0.000361
-0.0543056,0.003007496
-0.0541667,0.005824859
-0.0540278,0.006637121
-0.0538889,0.005915458
-0.05375,0.003833319
-0.0536111,0.001850868
-0.0534722,-0.00019
-0.0533333,-0.00203
-0.0531944,-0.00438
-0.0530556,-0.00621
-0.0529167,-0.00698
-0.0527778,-0.00549
-0.0526389,-0.00273
-0.0525,0.000542844
-0.0523611,0.002734507
-0.0522222,0.004177386
-0.0520833,0.00474065
-0.0519444,0.005339677
-0.0518056,0.005255932
-0.0516667,0.0044316
-0.0515278,0.001931632
-0.0513889,-0.00118
-0.05125,-0.00419
-0.0511111,-0.00538
-0.0509722,-0.0051
-0.0508333,-0.00362
-0.0506944,-0.00244
-0.0505556,-0.00115
-0.0504167,0.000184322
-0.0502778,0.002408321
-0.0501389,0.004417742
-0.05,0.005630697
-0.0498611,0.00475883
-0.0497222,0.002547348
-0.0495833,-0.000392
-0.0494444,-0.00231
-0.0493056,-0.00329
-0.0491667,-0.00326
-0.0490278,-0.0035
-0.0488889,-0.00353
-0.04875,-0.00322
-0.0486111,-0.00147
-0.0484722,0.000911499
-0.0483333,0.003242339
-0.0481944,0.003920788
-0.0480556,0.003318334
-0.0479167,0.001772041
-0.0477778,0.000752801
-0.0476389,0.000144238
-0.0475,-0.0000532
-0.0473611,-0.000938
-0.0472222,-0.002
-0.0470833,-0.00299
-0.0469444,-0.00254
-0.0468056,-0.00105
-0.0466667,0.001131291
-0.0465278,0.002283449
-0.0463889,0.002533937
-0.04625,0.001843566
-0.0461111,0.001531387
-0.0459722,0.001284475
-0.0458333,0.001115794
-0.0456944,2.30916E-05
-0.0455556,-0.00146
-0.0454167,-0.00301
-0.0452778,-0.00318
-0.0451389,-0.00229
-0.045,-0.000398
-0.0448611,0.000960226
-0.0447222,0.001730914
-0.0445833,0.00157624
-0.0444444,0.001572514
-0.0443056,0.00142082
-0.0441667,0.001222188
-0.0440278,1.50449E-05
-0.0438889,-0.00151
-0.04375,-0.00315
-0.0436111,-0.00351
-0.0434722,-0.00289
-0.0433333,-0.00124
-0.0431944,0.000130231
-0.0430556,0.001336629
-0.0429167,0.001915241
-0.0427778,0.002678926
-0.0426389,0.003102566
-0.0425,0.00323161
-0.0423611,0.002135778
-0.0422222,0.000485624
-0.0420833,-0.00155
-0.0419444,-0.00257
-0.0418056,-0.0029
-0.0416667,-0.00236
-0.0415278,-0.00191
-0.0413889,-0.00112
-0.04125,-0.000266
-0.0411111,0.001379246
-0.0409722,0.002924348
-0.0408333,0.0041829
-0.0406944,0.003967578
-0.0405556,0.002744938
-0.0404167,0.000708545
-0.0402778,-0.000891
-0.0401389,-0.00218
-0.04,-0.00289
-0.0398611,-0.00376
-0.0397222,-0.00401
-0.0395833,-0.00364
-0.0394444,-0.00177
-0.0393056,0.000548358
-0.0391667,0.002867574
-0.0390278,0.003769989
-0.0388889,0.003628875
-0.03875,0.002422626
-0.0386111,0.001361961
-0.0384722,0.000204886
-0.0383333,-0.00077
-0.0381944,-0.00227
-0.0380556,-0.00345
-0.0379167,-0.0041
-0.0377778,-0.00304
-0.0376389,-0.00109
-0.0375,0.001328135
-0.0373611,0.002685184
-0.0372222,0.003279889
-0.0370833,0.003016437
-0.0369444,0.002886499
-0.0368056,0.002459581
-0.0366667,0.001834924
-0.0365278,0.000193561
-0.0363889,-0.0017
-0.03625,-0.00349
-0.0361111,-0.00384
-0.0359722,-0.00313
-0.0358333,-0.00143
-0.0356944,-0.0000922
-0.0355556,0.001026685
-0.0354167,0.001652683
-0.0352778,0.002635712
-0.0351389,0.003285403
-0.035,0.003462876
-0.0348611,0.002144421
-0.0347222,9.268E-05
-0.0345833,-0.00233
-0.0344444,-0.00367
-0.0343056,-0.00416
-0.0341667,-0.00346
-0.0340278,-0.00264
-0.0338889,-0.00143
-0.03375,-0.000255
-0.0336111,0.001518274
-0.0334722,0.003084833
-0.0333333,0.004322077
-0.0331944,0.004041339
-0.0330556,0.00279739
-0.0329167,0.000762338
-0.0327778,-0.000724
-0.0326389,-0.00185
-0.0325,-0.00229
-0.0323611,-0.00272
-0.0322222,-0.00255
-0.0320833,-0.00203
-0.0319444,-0.000608
-0.0318056,0.000896449
-0.0316667,0.00243708
-0.0315278,0.003038044
-0.0313889,0.003066207
-0.03125,0.002283747
-0.0311111,0.001657451
-0.0309722,0.000756825
-0.0308333,-0.000109
-0.0306944,-0.00157
-0.0305556,-0.00269
-0.0304167,-0.00335
-0.0302778,-0.0027
-0.0301389,-0.00166
-0.03,-0.000346
-0.0298611,0.000339145
-0.0297222,0.001053805
-0.0295833,0.00141188
-0.0294444,0.001892293
-0.0293056,0.001794691
-0.0291667,0.001325304
-0.0290278,-0.0000753
-0.0288889,-0.00141
-0.02875,-0.00238
-0.0286111,-0.002
-0.0284722,-0.00107
-0.0283333,8.59745E-05
-0.0281944,0.000428701
-0.0280556,0.000743563
-0.0279167,0.000990326
-0.0277778,0.001798714
-0.0276389,0.002048159
-0.0275,0.001868451
-0.0273611,0.00045001
-0.0272222,-0.00105
-0.0270833,-0.00204
-0.0269444,-0.00175
-0.0268056,-0.000915
-0.0266667,0.000222022
-0.0265278,0.000466848
-0.0263889,0.000465209
-0.02625,0.00046208
-0.0261111,0.001412327
-0.0259722,0.002217288
-0.0258333,0.002495939
-0.0256944,0.001223678
-0.0255556,-0.00056
-0.0254167,-0.00228
-0.0252778,-0.00276
-0.0251389,-0.00257
-0.025,-0.00191
-0.0248611,-0.00185
-0.0247222,-0.00179
-0.0245833,-0.00154
-0.0244444,4.1122E-05
-0.0243056,0.002030874
-0.0241667,0.003769244
-0.0240278,0.003790552
-0.0238889,0.0025773
-0.02375,0.00060826
-0.0236111,-0.00064
-0.0234722,-0.00138
-0.0233333,-0.00159
-0.0231944,-0.00226
-0.0230556,-0.00277
-0.0229167,-0.00306
-0.0227778,-0.00188
-0.0226389,0.000144983
-0.0225,0.002609188
-0.0223611,0.003743018
-0.0222222,0.003704871
-0.0220833,0.002480293
-0.0219444,0.001505608
-0.0218056,0.000745798
-0.0216667,0.000417376
-0.0215278,-0.000527
-0.0213889,-0.00162
-0.02125,-0.00287
-0.0211111,-0.00308
-0.0209722,-0.00241
-0.0208333,-0.000745
-0.0206944,0.000491882
-0.0205556,0.001166756
-0.0204167,0.000855619
-0.0202778,0.000722999
-0.0201389,0.00060826
-0.02,0.000928188
-0.0198611,0.000684703
-0.0197222,0.000117118
-0.0195833,-0.00103
-0.0194444,-0.00174
-0.0193056,-0.00203
-0.0191667,-0.00125
-0.0190278,-0.000352
-0.0188889,0.000594104
-0.01875,0.000739837
-0.0186111,0.000803018
-0.0184722,0.000605131
-0.0183333,0.000777686
-0.0181944,0.000596786
-0.0180556,0.000408287
-0.0179167,-0.000311
-0.0177778,-0.000724
-0.0176389,-0.00106
-0.0175,-0.000551
-0.0173611,0.000255848
-0.0172222,0.00151738
-0.0170833,0.002071554
-0.0169444,0.002131606
-0.0168056,0.001358236
-0.0166667,0.000616754
-0.0165278,-0.000328
-0.0163889,-0.00094
-0.01625,-0.00178
-0.0161111,-0.00227
-0.0159722,-0.00276
-0.0158333,-0.00248
-0.0156944,-0.00178
-0.0155556,-0.00012
-0.0154167,0.001418138
-0.0152778,0.002661789
-0.0151389,0.002698148
-0.015,0.002268101
-0.0148611,0.001417095
-0.0147222,0.000840271
-0.0145833,-0.0000948
-0.0144444,-0.0011
-0.0143056,-0.00259
-0.0141667,-0.00364
-0.0140278,-0.00421
-0.0138889,-0.00331
-0.01375,-0.00164
-0.0136111,0.000654752
-0.0134722,0.002214158
-0.0133333,0.003286595
-0.0131944,0.003641839
-0.0130556,0.004153545
-0.0129167,0.004094834
-0.0127778,0.003415043
-0.0126389,0.00133499
-0.0125,-0.0012
-0.0123611,-0.0037
-0.0122222,-0.00483
-0.0120833,-0.00476
-0.0119444,-0.00338
-0.0118056,-0.00195
-0.0116667,-0.000409
-0.0115278,0.000764871
-0.0113889,0.002391184
-0.01125,0.003801728
-0.0111111,0.004901732
-0.0109722,0.004374082
-0.0108333,0.002663875
-0.0106944,8.0461E-05
-0.0105556,-0.00191
-0.0104167,-0.00326
-0.0102778,-0.00356
-0.0101389,-0.00387
-0.01,-0.00382
-0.0098611,-0.00365
-0.0097222,-0.00238
-0.0095833,-0.000443
-0.0094444,0.002089138
-0.0093056,0.003722901
-0.0091667,0.004447842
-0.0090278,0.00390097
-0.0088889,0.003143693
-0.00875,0.002115662
-0.0086111,0.001297588
-0.0084722,-0.000193
-0.0083333,-0.00189
-0.0081944,-0.00373
-0.0080556,-0.00433
-0.0079167,-0.00381
-0.0077778,-0.00202
-0.0076389,-0.000339
-0.0075,0.001186723
-0.0073611,0.001981104
-0.0072222,0.002831812
-0.0070833,0.003311927
-0.0069444,0.003667916
-0.0068056,0.002991403
-0.0066667,0.001671905
-0.0065278,-0.000418
-0.0063889,-0.00201
-0.00625,-0.00299
-0.0061111,-0.00287
-0.0059722,-0.00276
-0.0058333,-0.0025
-0.0056944,-0.00243
-0.0055556,-0.00155
-0.0054167,-0.000256
-0.0052778,0.00142544
-0.0051389,0.002308334
-0.005,0.002644802
-0.0048611,0.002090926
-0.0047222,0.001631821
-0.0045833,0.000985707
-0.0044444,0.000621969
-0.0043056,-0.000192
-0.0041667,-0.00114
-0.0040278,-0.00237
-0.0038889,-0.00265
-0.00375,-0.00206
-0.0036111,-0.000482
-0.0034722,0.000623757
-0.0033333,0.00125512
-0.0031944,0.001221294
-0.0030556,0.001595462
-0.0029167,0.001918966
-0.0027778,0.002321447
-0.0026389,0.001829708
-0.0025,0.000942791
-0.0023611,-0.000528
-0.0022222,-0.00142
-0.0020833,-0.00173
-0.0019444,-0.00103
-0.0018056,-0.000568
-0.0016667,-0.000507
-0.0015278,-0.00113
-0.0013889,-0.00105
-0.00125,-0.000311
