Optical_Path_Difference (cm),"Intencity, a.u."
0.12416667,0.000991965
0.12430556,0.001735235
0.12444444,0.001932228
0.12458333,0.000414694
0.12472222,-0.00179
0.12486111,-0.00379
0.125,-0.004
0.12513889,-0.00308
0.12527778,-0.00171
0.12541667,-0.00145
0.12555556,-0.00144
0.12569444,-0.000923
0.12583333,0.001379246
0.12597222,0.004161889
0.12611111,0.006092633
0.12625,0.005349214
0.12638889,0.002842689
0.12652778,-0.00027
0.12666667,-0.0019
0.12680556,-0.00231
0.12694444,-0.00215
0.12708333,-0.00302
0.12722222,-0.00428
0.12736111,-0.00494
0.1275,-0.00318
0.12763889,0.000190134
0.12777778,0.003825719
0.12791667,0.005309279
0.12805556,0.004851217
0.12819444,0.003305817
0.12833333,0.002805884
0.12847222,0.003094221
0.12861111,0.003323699
0.12875,0.001497114
0.12888889,-0.00196
0.12902778,-0.00581
0.12916667,-0.00742
0.12930556,-0.00658
0.12944444,-0.00394
0.12958333,-0.00196
0.12972222,-0.00086
0.12986111,-0.000277
0.13,0.001675332
0.13013889,0.004603113
0.13027778,0.007508839
0.13041667,0.007710303
0.13055556,0.005112732
0.13069444,0.000674421
0.13083333,-0.00275
0.13097222,-0.00428
0.13111111,-0.00403
0.13125,-0.00406
0.13138889,-0.00465
0.13152778,-0.00545
0.13166667,-0.00433
0.13180556,-0.00125
0.13194444,0.003080661
0.13208333,0.005857194
0.13222222,0.006344462
0.13236111,0.004632766
0.1325,0.003121937
0.13263889,0.002537067
0.13277778,0.002816463
0.13291667,0.001842672
0.13305556,-0.00063
0.13319444,-0.00422
0.13333333,-0.00638
0.13347222,-0.00619
0.13361111,-0.0036
0.13375,-0.00104
0.13388889,0.000508124
0.13402778,0.000531817
0.13416667,0.000926996
0.13430556,0.00215664
0.13444444,0.004186774
0.13458333,0.004839743
0.13472222,0.003529782
0.13486111,0.000353152
0.135,-0.00234
0.13513889,-0.00349
0.13527778,-0.00257
0.13541667,-0.0014
0.13555556,-0.000863
0.13569444,-0.00166
0.13583333,-0.00209
0.13597222,-0.0015
0.13611111,0.000546271
0.13625,0.002110893
0.13638889,0.002428735
0.13652778,0.001047248
0.13666667,-0.000103
0.13680556,-0.000285
0.13694444,0.001040096
0.13708333,0.002142484
0.13722222,0.002384628
0.13736111,0.001044715
0.1375,-0.000442
0.13763889,-0.00134
0.13777778,-0.000688
0.13791667,0.000129635
0.13805556,0.00036865
0.13819444,-0.000824
0.13833333,-0.00198
0.13847222,-0.00234
0.13861111,-0.00119
0.13875,1.579E-05
0.13888889,0.000807787
0.13902778,0.000545377
0.13916667,0.000341827
0.13930556,0.000434066
0.13944444,0.001499052
0.13958333,0.002382542
0.13972222,0.002693231
0.13986111,0.001278663
0.14,-0.000787
0.14013889,-0.0028
0.14027778,-0.00335
0.14041667,-0.00327
0.14055556,-0.00282
0.14069444,-0.00276
0.14083333,-0.00201
0.14097222,-0.000579
0.14111111,0.001778746
0.14125,0.003712917
0.14138889,0.005070413
0.14152778,0.004789973
0.14166667,0.003541107
0.14180556,0.00146016
0.14194444,-0.000133
0.14208333,-0.00135
0.14222222,-0.00201
0.14236111,-0.00301
0.1425,-0.00355
0.14263889,-0.00341
0.14277778,-0.00194
0.14291667,-0.000342
0.14305556,0.001293267
0.14319444,0.00219285
0.14333333,0.002944166
0.14347222,0.002977545
0.14361111,0.002815122
0.14375,0.00210091
0.14388889,0.001415009
0.14402778,3.00951E-05
0.14416667,-0.00157
0.14430556,-0.00343
0.14444444,-0.00422
0.14458333,-0.00419
0.14472222,-0.00321
0.14486111,-0.00209
0.145,-0.000379
0.14513889,0.001263911
0.14527778,0.002832259
0.14541667,0.003358568
0.14555556,0.003502662
0.14569444,0.002974416
0.14583333,0.002212966
0.14597222,0.00059768
0.14611111,-0.00109
0.14625,-0.00257
0.14638889,-0.00286
0.14652778,-0.00258
0.14666667,-0.00162
0.14680556,-0.000662
0.14694444,0.000528837
0.14708333,0.001091356
0.14722222,0.001599485
0.14736111,0.001861746
0.1475,0.002559567
0.14763889,0.002705897
0.14777778,0.00214308
0.14791667,0.000503505
0.14805556,-0.000826
0.14819444,-0.00167
0.14833333,-0.00166
0.14847222,-0.0018
0.14861111,-0.00186
0.14875,-0.00219
0.14888889,-0.002
0.14902778,-0.00142
0.14916667,0.000279392
0.14930556,0.001911367
0.14944444,0.00298276
0.14958333,0.002313996
0.14972222,0.000948007
0.14986111,-0.00043
0.15,-0.000591
0.15013889,-0.000489
0.15027778,-0.000445
0.15041667,-0.00119
0.15055556,-0.00162
0.15069444,-0.00159
0.15083333,-0.000308
0.15097222,0.001205797
0.15111111,0.002451683
0.15125,0.002120132
0.15138889,0.000832374
0.15152778,-0.000745
0.15166667,-0.000887
0.15180556,-0.0000915
0.15194444,0.001094336
0.15208333,0.001053507
0.15222222,0.000428403
0.15236111,-0.000393
0.1525,-0.0000532
0.15263889,0.000846679
0.15277778,0.001869196
0.15291667,0.001539583
0.15305556,0.000157351
0.15319444,-0.00195
0.15333333,-0.00291
0.15347222,-0.00265
0.15361111,-0.00133
0.15375,-0.000729
0.15388889,-0.000847
0.15402778,-0.00148
0.15416667,-0.000903
0.15430556,0.000733579
0.15444444,0.003135199
0.15458333,0.004384811
0.15472222,0.004144306
0.15486111,0.002138162
0.155,9.2233E-05
0.15513889,-0.00147
0.15527778,-0.00197
0.15541667,-0.00275
0.15555556,-0.00381
0.15569444,-0.00519
0.15583333,-0.00506
0.15597222,-0.00304
0.15611111,0.00086456
0.15625,0.004484052
0.15638889,0.006891186
0.15652778,0.006954665
0.15666667,0.005864794
0.15680556,0.004204507
0.15694444,0.002967561
0.15708333,0.00122949
0.15722222,-0.00115
0.15736111,-0.00452
0.1575,-0.00708
0.15763889,-0.00791
0.15777778,-0.00612
0.15791667,-0.0032
0.15805556,-0.0000927
0.15819444,0.001831049
0.15833333,0.003264839
0.15847222,0.004306877
0.15861111,0.005812342
0.15875,0.006589139
0.15888889,0.006160582
0.15902778,0.003378088
0.15916667,-0.000441
0.15930556,-0.00419
0.15944444,-0.00609
0.15958333,-0.00662
0.15972222,-0.00609
0.15986111,-0.00574
0.16,-0.00476
0.16013889,-0.00294
0.16027778,0.000474746
0.16041667,0.004107947
0.16055556,0.007179076
0.16069444,0.007887775
0.16083333,0.006734277
0.16097222,0.004252637
0.16111111,0.002272571
0.16125,0.000766362
0.16138889,-0.00036
0.16152778,-0.00234
0.16166667,-0.0044
0.16180556,-0.00593
0.16194444,-0.00543
0.16208333,-0.00361
0.16222222,-0.00109
0.16236111,0.000464315
0.1625,0.001368964
0.16263889,0.001708264
0.16277778,0.002825106
0.16291667,0.004291827
0.16305556,0.005690897
0.16319444,0.005298252
0.16333333,0.00327229
0.16347222,7.53946E-05
0.16361111,-0.00228
0.16375,-0.0036
0.16388889,-0.00394
0.16402778,-0.0048
0.16416667,-0.0057
0.16430556,-0.00622
0.16444444,-0.0048
0.16458333,-0.00192
0.16472222,0.001873369
0.16486111,0.004548127
0.165,0.005775834
0.16513889,0.005296464
0.16527778,0.004800106
0.16541667,0.004478539
0.16555556,0.004391516
0.16569444,0.002868319
0.16583333,-0.0000823
0.16597222,-0.00396
0.16611111,-0.00643
0.16625,-0.00697
0.16638889,-0.00553
0.16652778,-0.00384
0.16666667,-0.00213
0.16680556,-0.000789
0.16694444,0.001409049
0.16708333,0.004203463
0.16722222,0.007467712
0.16736111,0.009037698
0.1675,0.008243913
0.16763889,0.0047633
0.16777778,0.000667269
0.16791667,-0.00282
0.16805556,-0.00475
0.16819444,-0.00625
0.16833333,-0.00743
0.16847222,-0.00835
0.16861111,-0.00751
0.16875,-0.00486
0.16888889,-0.000431
0.16902778,0.003736759
0.16916667,0.006733979
0.16930556,0.007316465
0.16944444,0.006606723
0.16958333,0.005161757
0.16972222,0.004097963
0.16986111,0.002492512
0.17,0.000122482
0.17013889,-0.0034
0.17027778,-0.00636
0.17041667,-0.00785
0.17055556,-0.00696
0.17069444,-0.00481
0.17083333,-0.00182
0.17097222,0.000643278
0.17111111,0.002926136
0.17125,0.004615183
0.17138889,0.006358916
0.17152778,0.007266993
0.17166667,0.007047797
0.17180556,0.004769708
0.17194444,0.001490707
0.17208333,-0.00209
0.17222222,-0.00446
0.17236111,-0.00582
0.1725,-0.00588
0.17263889,-0.0055
0.17277778,-0.00428
0.17291667,-0.00289
0.17305556,-0.000866
0.17319444,0.001121903
0.17333333,0.003215069
0.17347222,0.004290337
0.17361111,0.004557217
0.17375,0.003583128
0.17388889,0.002405191
0.17402778,0.000934447
0.17416667,-0.000196
0.17430556,-0.00149
0.17444444,-0.00238
0.17458333,-0.00335
0.17472222,-0.0038
0.17486111,-0.00397
0.175,-0.00297
0.17513889,-0.00137
0.17527778,0.000928188
0.17541667,0.002551968
0.17555556,0.003644819
0.17569444,0.003739441
0.17583333,0.003677154
0.17597222,0.003119851
0.17611111,0.002600546
0.17625,0.001476253
0.17638889,0.000115926
0.17652778,-0.0018
0.17666667,-0.00314
0.17680556,-0.00367
0.17694444,-0.00281
0.17708333,-0.00175
0.17722222,-0.000811
0.17736111,-0.000786
0.1775,-0.00056
0.17763889,-0.0000426
0.17777778,0.00127464
0.17791667,0.002305652
0.17805556,0.002836729
0.17819444,0.001981849
0.17833333,0.000647152
0.17847222,-0.000783
0.17861111,-0.00114
0.17875,-0.0011
0.17888889,-0.001
0.17902778,-0.00185
0.17916667,-0.00271
0.17930556,-0.00298
0.17944444,-0.00159
0.17958333,0.000312621
0.17972222,0.002056206
0.17986111,0.00231951
0.18,0.001741046
0.18013889,0.000703181
0.18027778,0.000601555
0.18041667,0.00100478
0.18055556,0.001642252
0.18069444,0.001170183
0.18083333,5.58741E-05
0.18097222,-0.00128
0.18111111,-0.0013
0.18125,-0.000541
0.18138889,0.000498886
0.18152778,0.000274474
0.18166667,-0.00065
0.18180556,-0.00186
0.18194444,-0.00175
0.18208333,-0.000682
0.18222222,0.000995988
0.18236111,0.00169083
0.1825,0.001502926
0.18263889,0.00052839
0.18277778,0.000126506
0.18291667,0.000230367
0.18305556,0.000805552
0.18319444,0.000368053
0.18333333,-0.000785
0.18347222,-0.00239
0.18361111,-0.00285
0.18375,-0.00227
0.18388889,-0.000709
0.18402778,0.000176276
0.18416667,0.000406349
0.18430556,7.29633E-06
0.18444444,0.000331397
0.18458333,0.001079584
0.18472222,0.002236361
0.18486111,0.002451683
0.185,0.001829112
0.18513889,0.000360752
0.18527778,-0.000648
0.18541667,-0.0012
0.18555556,-0.000956
0.18569444,-0.00101
0.18583333,-0.00122
0.18597222,-0.00167
0.18611111,-0.00106
0.18625,0.000275964
0.18638889,0.002076621
0.18652778,0.00273853
0.18666667,0.002486999
0.18680556,0.001305635
0.18694444,0.000510956
0.18708333,-0.000237
0.18722222,-0.00069
0.18736111,-0.00167
0.1875,-0.00249
0.18763889,-0.00319
0.18777778,-0.00261
0.18791667,-0.00117
0.18805556,0.000953371
0.18819444,0.002036984
0.18833333,0.002071554
0.18847222,0.001139487
0.18861111,0.000855918
0.18875,0.000900025
0.18888889,0.001049633
0.18902778,-0.0000645
0.18916667,-0.00167
0.18930556,-0.00319
0.18944444,-0.00321
0.18958333,-0.00216
0.18972222,-0.000246
0.18986111,0.001032943
0.19,0.001677567
0.19013889,0.001519168
0.19027778,0.001981402
0.19041667,0.003009731
0.19055556,0.004271115
0.19069444,0.003700251
0.19083333,0.001326943
0.19097222,-0.00205
0.19111111,-0.004
0.19125,-0.00421
0.19138889,-0.00298
0.19152778,-0.00213
0.19166667,-0.00156
0.19180556,-0.00138
0.19194444,-0.00022
0.19208333,0.001742984
0.19222222,0.004402841
0.19236111,0.005627567
0.1925,0.004616822
0.19263889,0.00128671
0.19277778,-0.00179
0.19291667,-0.00328
0.19305556,-0.00286
0.19319444,-0.00268
0.19333333,-0.00322
0.19347222,-0.00445
0.19361111,-0.00432
0.19375,-0.00254
0.19388889,0.00081792
0.19402778,0.003675664
0.19416667,0.005166525
0.19430556,0.004303152
0.19444444,0.002713645
0.19458333,0.001569534
0.19472222,0.001998986
0.19486111,0.002207304
0.195,0.001035774
0.19513889,-0.00213
0.19527778,-0.00485
0.19541667,-0.00557
0.19555556,-0.00359
0.19569444,-0.000932
0.19583333,0.001209373
0.19597222,0.001653279
0.19611111,0.00153392
0.19625,0.00147372
0.19638889,0.002620662
0.19652778,0.003838236
0.19666667,0.00404268
0.19680556,0.001736725
0.19694444,-0.00154
0.19708333,-0.00404
0.19722222,-0.00389
0.19736111,-0.00242
0.1975,-0.00108
0.19763889,-0.00138
0.19777778,-0.00213
0.19791667,-0.00246
0.19805556,-0.00113
0.19819444,0.000898088
0.19833333,0.002891118
0.19847222,0.003087963
0.19861111,0.001974399
0.19875,0.000305916
0.19888889,6.37717E-05
0.19902778,0.000846232
0.19916667,0.001799906
0.19930556,0.000943536
0.19944444,-0.000995
0.19958333,-0.00295
0.19972222,-0.00305
0.19986111,-0.002
0.2,-0.000289
0.20013889,0.000506783
0.20027778,0.00066563
0.20041667,0.000240202
0.20055556,0.000649983
0.20069444,0.001658792
0.20083333,0.003136093
0.20097222,0.00332802
0.20111111,0.002256329
0.20125,0.00022083
0.20138889,-0.000955
0.20152778,-0.00136
0.20166667,-0.00114
0.20180556,-0.00169
0.20194444,-0.00256
0.20208333,-0.00356
0.20222222,-0.00336
0.20236111,-0.00232
0.2025,-0.00024
0.20263889,0.001513655
0.20277778,0.002805586
0.20291667,0.002965326
0.20305556,0.002955789
0.20319444,0.00252142
0.20333333,0.002038772
0.20347222,0.000634039
0.20361111,-0.00108
0.20375,-0.00295
0.20388889,-0.00375
0.20402778,-0.00374
0.20416667,-0.00272
0.20430556,-0.00158
0.20444444,3.35224E-05
0.20458333,0.001432145
0.20472222,0.002915854
0.20486111,0.003688181
0.205,0.003955508
0.20513889,0.003096158
0.20527778,0.001932973
0.20541667,0.000457758
0.20555556,-0.000459
0.20569444,-0.00142
0.20583333,-0.0021
0.20597222,-0.00299
0.20611111,-0.00298
0.20625,-0.00224
0.20638889,-0.000528
0.20652778,0.000911648
0.20666667,0.001907045
0.20680556,0.001799757
0.20694444,0.001536006
0.20708333,0.001100595
0.20722222,0.001126374
0.20736111,0.000586206
0.2075,-0.000487
0.20763889,-0.0024
0.20777778,-0.0036
0.20791667,-0.00347
0.20805556,-0.00149
0.20819444,0.000653113
0.20833333,0.002225185
0.20847222,0.002297456
0.20861111,0.001940722
0.20875,0.001484448
0.20888889,0.001633758
0.20902778,0.001333947
0.20916667,0.000357027
0.20930556,-0.00182
0.20944444,-0.00363
0.20958333,-0.00416
0.20972222,-0.00227
0.20986111,0.000499184
0.21,0.002850587
0.21013889,0.00331908
0.21027778,0.003051902
0.21041667,0.002647931
0.21055556,0.003081108
0.21069444,0.003121043
0.21083333,0.002234871
0.21097222,-0.000317
0.21111111,-0.00325
0.21125,-0.00558
0.21138889,-0.00566
0.21152778,-0.00413
0.21166667,-0.00175
0.21180556,-0.000442
0.21194444,0.000393534
0.21208333,0.001259441
0.21222222,0.003374065
0.21236111,0.005484814
0.2125,0.006499583
0.21263889,0.004962529
0.21277778,0.001929695
0.21291667,-0.00168
0.21305556,-0.0042
0.21319444,-0.00559
0.21333333,-0.00555
0.21347222,-0.00524
0.21361111,-0.00447
0.21375,-0.00327
0.21388889,-0.000545
0.21402778,0.002932245
0.21416667,0.006301845
0.21430556,0.00752836
0.21444444,0.006875838
0.21458333,0.00482365
0.21472222,0.002854908
0.21486111,0.000756676
0.215,-0.001
0.21513889,-0.00281
0.21527778,-0.00398
0.21541667,-0.00487
0.21555556,-0.00472
0.21569444,-0.00389
0.21583333,-0.00198
0.21597222,-0.000181
0.21611111,0.001489664
0.21625,0.002409215
0.21638889,0.0034894
0.21652778,0.003962661
0.21666667,0.003820951
0.21680556,0.00249892
0.21694444,0.00115558
0.21708333,-0.000291
0.21722222,-0.00141
0.21736111,-0.00303
0.2175,-0.00434
0.21763889,-0.00512
0.21777778,-0.00442
0.21791667,-0.00297
0.21805556,-0.00089
0.21819444,0.000697965
0.21833333,0.001850272
0.21847222,0.002014036
0.21861111,0.00233158
0.21875,0.002925987
0.21888889,0.004038806
0.21902778,0.003987695
0.21916667,0.002591903
0.21930556,9.35741E-05
0.21944444,-0.00143
0.21958333,-0.00176
0.21972222,-0.00114
0.21986111,-0.00132
0.22,-0.00225
0.22013889,-0.00381
0.22027778,-0.00407
0.22041667,-0.0027
0.22055556,0.000578607
0.22069444,0.00349089
0.22083333,0.004815007
0.22097222,0.003663296
0.22111111,0.002106572
0.22125,0.001331115
0.22138889,0.001947279
0.22152778,0.001811529
0.22166667,3.27773E-05
0.22180556,-0.00356
0.22194444,-0.00641
0.22208333,-0.00714
0.22222222,-0.00501
0.22236111,-0.002
0.2225,0.000296528
0.22263889,0.000464613
0.22277778,1.89192E-05
0.22291667,0.000373865
0.22305556,0.002913172
0.22319444,0.005768234
0.22333333,0.006958092
0.22347222,0.004876102
0.22361111,0.00126555
0.22375,-0.00195
0.22388889,-0.00281
0.22402778,-0.00237
0.22416667,-0.00187
0.22430556,-0.00298
0.22444444,-0.00455
0.22458333,-0.00509
0.22472222,-0.00277
0.22486111,0.00132143
0.225,0.005288417
0.22513889,0.006418968
0.22527778,0.005050147
0.22541667,0.002431864
0.22555556,0.001060361
0.22569444,0.000882889
0.22583333,0.001207734
0.22597222,-0.00000135
0.22611111,-0.00241
0.22625,-0.00513
0.22638889,-0.00583
0.22652778,-0.0045
0.22666667,-0.00179
0.22680556,-0.0000916
0.22694444,0.000209654
0.22708333,-0.000681
0.22722222,-0.000661
0.22736111,0.000565643
0.2275,0.002950723
0.22763889,0.004459912
0.22777778,0.004460508
0.22791667,0.002527679
0.22805556,0.000459249
0.22819444,-0.00104
0.22833333,-0.00116
0.22847222,-0.00117
0.22861111,-0.00143
0.22875,-0.00256
0.22888889,-0.00319
0.22902778,-0.00294
0.22916667,-0.00119
0.22930556,0.000837291
0.22944444,0.002674157
0.22958333,0.003161127
0.22972222,0.002913172
0.22986111,0.002101059
0.23,0.001936103
0.23013889,0.002008224
0.23027778,0.002267505
0.23041667,0.001411284
0.23055556,-0.000223
0.23069444,-0.00256
0.23083333,-0.00416
0.23097222,-0.00498
0.23111111,-0.00442
0.23125,-0.0033
0.23138889,-0.00171
0.23152778,-0.000528
0.23166667,0.000842655
0.23180556,0.002240235
0.23194444,0.004203165
0.23208333,0.005525643
0.23222222,0.005642618
0.23236111,0.003520394
0.2325,0.000349874
0.23263889,-0.00294
0.23277778,-0.00473
0.23291667,-0.00512
0.23305556,-0.00409
0.23319444,-0.00309
0.23333333,-0.00213
0.23347222,-0.0014
0.23361111,0.000369395
0.23375,0.002818401
0.23388889,0.005618329
0.23402778,0.00668853
0.23416667,0.005777175
0.23430556,0.003082747
0.23444444,0.000717933
0.23458333,-0.000856
0.23472222,-0.00123
0.23486111,-0.00189
0.235,-0.00307
0.23513889,-0.00497
0.23527778,-0.00567
0.23541667,-0.00453
0.23555556,-0.00107
0.23569444,0.002620662
0.23583333,0.005039568
0.23597222,0.004797126
0.23611111,0.003400142
0.23625,0.001912559
0.23638889,0.001451666
0.23652778,0.000856663
0.23666667,-0.000433
0.23680556,-0.00306
0.23694444,-0.00529
0.23708333,-0.00593
0.23722222,-0.00385
0.23736111,-0.000509
0.2375,0.002648527
0.23763889,0.003494317
0.23777778,0.002708877
0.23791667,0.00133201
0.23805556,0.001204754
0.23819444,0.001741791
0.23833333,0.002148593
0.23847222,0.000895704
0.23861111,-0.00116
0.23875,-0.00296
0.23888889,-0.00266
0.23902778,-0.000956
0.23916667,0.001294906
0.23930556,0.002007479
0.23944444,0.001376266
0.23958333,-0.0000744
0.23972222,-0.000289
0.23986111,0.0006324
0.24,0.002118493
0.24013889,0.00208884
0.24027778,0.00061586
0.24041667,-0.00186
0.24055556,-0.00311
0.24069444,-0.00287
0.24083333,-0.00127
0.24097222,-0.00023
0.24111111,5.00627E-05
0.24125,-0.000545
0.24138889,-0.000407
0.24152778,0.000491435
0.24166667,0.001997943
0.24180556,0.002259905
0.24194444,0.001075859
0.24208333,-0.00137
0.24222222,-0.00299
0.24236111,-0.00305
0.2425,-0.00124
0.24263889,0.000584865
0.24277778,0.001721824
0.24291667,0.001501138
0.24305556,0.001234109
0.24319444,0.001173461
0.24333333,0.001798863
0.24347222,0.001720632
0.24361111,0.000778729
0.24375,-0.0012
0.24388889,-0.00251
0.24402778,-0.00256
0.24416667,-0.000786
0.24430556,0.001053805
0.24444444,0.002260948
0.24458333,0.001943404
0.24472222,0.001303846
0.24486111,0.000691409
0.245,0.000919993
0.24513889,0.000915969
0.24527778,0.000410373
0.24541667,-0.00128
0.24555556,-0.0028
0.24569444,-0.00357
0.24583333,-0.00272
0.24597222,-0.00153
0.24611111,-0.000504
0.24625,-0.000533
0.24638889,-0.000487
0.24652778,4.61412E-06
0.24666667,0.001676524
0.24680556,0.003221924
0.24694444,0.004105414
0.24708333,0.003122384
0.24722222,0.001136953
0.24736111,-0.00126
0.2475,-0.00256
0.24763889,-0.00313
0.24777778,-0.00303
0.24791667,-0.00325
0.24805556,-0.00293
0.24819444,-0.00181
0.24833333,0.000860984
0.24847222,0.003643776
0.24861111,0.005780304
0.24875,0.005824859
0.24888889,0.004487778
0.24902778,0.002143676
0.24916667,0.000350321
0.24930556,-0.00091
0.24944444,-0.00147
0.24958333,-0.00244
0.24972222,-0.00346
0.24986111,-0.00437
0.25,-0.00381